feature_name,source_field,log_source,datatype,description,required_for,example
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-4598,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-43026,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-30990,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-49073,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-49306,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-0620,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-32455,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-32456,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-32457,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-35004,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-35005,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-35006,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-35007,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-35008,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-35009,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-35010,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-3461,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-47711,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-47712,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-5873,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-5914,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-5915,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40567,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40568,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40569,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2024-56158,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-36573,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-27689,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-6035,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-6083,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-6097,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-6098,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-6166,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38022,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38051,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-44951,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-6273,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-52560,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-5318,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-5731,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-6732,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-6733,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-6734,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-52816,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-49482,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-49483,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38125,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38129,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-5351,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-5920,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38234,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-7117,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-7118,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-5987,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-53512,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-53513,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-0928,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-7365,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-30025,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-6200,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-7570,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-7571,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-7616,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-27465,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-1713,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38352,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2015-10140,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38408,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-45467,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-45466,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-5449,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38480,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38481,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38482,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38483,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38485,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38487,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38488,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38491,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38495,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38497,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-4056,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38498,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-50572,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-8419,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-7195,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-7965,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38499,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-7622,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-30027,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-3892,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-8310,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38500,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38502,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38510,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38512,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38513,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38515,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38516,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38520,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38527,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38528,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38529,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38530,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38535,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38538,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38539,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38542,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38543,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38546,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38548,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38550,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38552,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38553,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38555,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38561,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38562,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38563,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38565,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38569,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38572,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38574,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38576,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38577,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38578,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38579,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38581,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38583,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38587,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38588,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38601,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38602,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38604,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38608,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38609,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38610,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38612,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38614,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-9173,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-55746,10
path_depth_count,"count_matches(uri, '../')",web_logs,int,Count of directory traversal attempts,DET-CVE-2025-55523,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-55524,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-8281,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38617,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38618,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38622,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38623,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38624,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38630,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38634,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38635,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38639,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38644,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38645,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38650,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38652,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38653,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38663,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38664,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38665,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38666,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38668,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-38671,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-38676,10
