attack_id,name,description,primary_logs,mitre_techniques,default_severity
AP-CVE-2024-27189,CVE-2024-27189 Exploitation,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in catchsquare WP Social Widget allows Stored XSS.This issue affects WP Social Widget: from n/a throu...,web_logs;system_logs,CWE-79,65
AP-CVE-2024-28865,CVE-2024-28865 Exploitation,django-wiki is a wiki system for Django. Installations of django-wiki prior to version 0.10.1 are vulnerable to maliciously crafted article content that can cause severe use of server CPU through a re...,web_logs;system_logs,CWE-1333,75
AP-CVE-2024-0055,CVE-2024-0055 Exploitation,"Sandro Poppi, member of the AXIS OS Bug Bounty Program, has found that the VAPIX APIs mediaclip.cgi and playclip.cgi was vulnerable for file globbing which could lead to a resource exhaustion attack. ...",web_logs;system_logs,CWE-155,65
AP-CVE-2023-46839,CVE-2023-46839 Exploitation,"PCI devices can make use of a functionality called phantom functions, that when enabled allows the device to generate requests using the IDs of functions that are otherwise unpopulated.  This allows a...",web_logs;system_logs,NVD-CWE-noinfo,53
AP-CVE-2023-46840,CVE-2023-46840 Exploitation,Incorrect placement of a preprocessor directive in source code results in logic that doesn't operate as intended when support for HVM guests is compiled out of Xen. ...,web_logs;system_logs,CWE-670,41
AP-CVE-2024-2053,CVE-2024-2053 Exploitation,The Artica Proxy administrative web application will deserialize arbitrary PHP objects supplied by unauthenticated users and subsequently enable code execution as the 'www-data' user. This issue was d...,web_logs;system_logs,CWE-23,75
AP-CVE-2024-2054,CVE-2024-2054 Exploitation,The Artica-Proxy administrative web application will deserialize arbitrary PHP objects supplied by unauthenticated users and subsequently enable code execution as the 'www-data' user....,web_logs;system_logs,CWE-502,98
AP-CVE-2023-37885,CVE-2023-37885 Exploitation,Missing Authorization vulnerability in InspiryThemes RealHomes.This issue affects RealHomes: from n/a through 4.0.2.  ...,web_logs;system_logs,CWE-862,43
AP-CVE-2023-37886,CVE-2023-37886 Exploitation,Missing Authorization vulnerability in InspiryThemes RealHomes.This issue affects RealHomes: from n/a through 4.0.2.  ...,web_logs;system_logs,CWE-862,54
AP-CVE-2024-2904,CVE-2024-2904 Exploitation,Cross-Site Request Forgery (CSRF) vulnerability in Extend Themes Calliope.This issue affects Calliope: from n/a through 1.0.33.  ...,web_logs;system_logs,CWE-352,43
AP-CVE-2024-30201,CVE-2024-30201 Exploitation,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Xylus Themes WordPress Importer allows Reflected XSS.This issue affects WordPress Importer: from n...,web_logs;system_logs,CWE-79,71
AP-CVE-2024-29796,CVE-2024-29796 Exploitation,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Hot Themes Hot Random Image allows Stored XSS.This issue affects Hot Random Image: from n/a throug...,web_logs;system_logs,CWE-79,65
AP-CVE-2024-29886,CVE-2024-29886 Exploitation,"Serverpod is an app and web server, built for the Flutter and Dart ecosystem. An issue was identified with the old password hash algorithm that made it susceptible to rainbow attacks if the database w...",web_logs;system_logs,CWE-916,53
AP-CVE-2024-29888,CVE-2024-29888 Exploitation,Saleor is an e-commerce platform that serves high-volume companies. When using `Pickup: Local stock only` click-and-collect as a delivery method in specific conditions the customer could overwrite the...,web_logs;system_logs,CWE-359,42
AP-CVE-2024-29882,CVE-2024-29882 Exploitation,"SRS is a simple, high-efficiency, real-time video server. SRS's `/api/v1/vhosts/vid-<id>?callback=<payload>` endpoint didn't filter the callback function name which led to injecting malicious javascri...",web_logs;system_logs,CWE-79,72
AP-CVE-2024-29898,CVE-2024-29898 Exploitation,CreateWiki is Miraheze's MediaWiki extension for requesting & creating wikis. An oversight during the writing of the patch for CVE-2024-29897 may have exposed suppressed wiki requests to private wikis...,web_logs;system_logs,CWE-200,49
AP-CVE-2023-45706,CVE-2023-45706 Exploitation,An administrative user of WebReports may perform a Cross Site Scripting (XSS) and/or Man in the Middle (MITM) exploit through SAML configuration. ...,web_logs;system_logs,CWE-79,20
AP-CVE-2023-45715,CVE-2023-45715 Exploitation,The console may experience a service interruption when processing file names with invalid characters. ...,web_logs;system_logs,CWE-436,35
AP-CVE-2024-28867,CVE-2024-28867 Exploitation,"Swift Prometheus is a Swift client for the Prometheus monitoring system, supporting counters, gauges and histograms. In code which applies _un-sanitized string values into metric names or labels_, an ...",web_logs;system_logs,CWE-74,59
AP-CVE-2024-20851,CVE-2024-20851 Exploitation,Improper access control vulnerability in Samsung Data Store prior to version 5.3.00.4 allows local attackers to launch arbitrary activity with Samsung Data Store privilege....,web_logs;system_logs,NVD-CWE-noinfo,44
AP-CVE-2024-20853,CVE-2024-20853 Exploitation,Improper verification of intent by broadcast receiver vulnerability in ThemeStore prior to 5.3.05.2 allows local attackers to write arbitrary files to sandbox of ThemeStore....,web_logs;system_logs,NVD-CWE-Other,51
AP-CVE-2024-31210,CVE-2024-31210 Exploitation,WordPress is an open publishing platform for the Web. It's possible for a file of a type other than a zip file to be submitted as a new plugin by an administrative user on the Plugins -> Add New -> Up...,web_logs;system_logs,CWE-434,76
AP-CVE-2024-31205,CVE-2024-31205 Exploitation,"Saleor is an e-commerce platform. Starting in version 3.10.0 and prior to versions 3.14.64, 3.15.39, 3.16.39, 3.17.35, 3.18.31, and 3.19.19, an attacker may bypass cross-set request forgery (CSRF) val...",web_logs;system_logs,CWE-352,42
AP-CVE-2024-31442,CVE-2024-31442 Exploitation,"Redon Hub is a Roblox Product Delivery Bot, also known as a Hub. In all hubs before version 1.0.2, all commands are capable of being ran by all users, including admin commands. This allows users to re...",web_logs;system_logs,CWE-276,88
AP-CVE-2024-31371,CVE-2024-31371 Exploitation,Cross-Site Request Forgery (CSRF) vulnerability in Xylus Themes WP Event Aggregator.This issue affects WP Event Aggregator: from n/a through 1.7.6.  ...,web_logs;system_logs,CWE-352,43
AP-CVE-2024-31428,CVE-2024-31428 Exploitation,Cross-Site Request Forgery (CSRF) vulnerability in Rara Theme The Conference.This issue affects The Conference: from n/a through 1.2.0.  ...,web_logs;system_logs,CWE-352,43
AP-CVE-2024-31429,CVE-2024-31429 Exploitation,Cross-Site Request Forgery (CSRF) vulnerability in Blossom Themes Sarada Lite.This issue affects Sarada Lite: from n/a through 1.1.2.  ...,web_logs;system_logs,CWE-352,43
AP-CVE-2024-31384,CVE-2024-31384 Exploitation,Cross-Site Request Forgery (CSRF) vulnerability in Rara Theme Spa and Salon.This issue affects Spa and Salon: from n/a through 1.2.7.  ...,web_logs;system_logs,CWE-352,43
AP-CVE-2024-32531,CVE-2024-32531 Exploitation,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Everest themes GuCherry Blog allows Reflected XSS.This issue affects GuCherry Blog: from n/a throu...,web_logs;system_logs,CWE-79,71
AP-CVE-2024-32597,CVE-2024-32597 Exploitation,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Xylus Themes WordPress Importer allows Stored XSS.This issue affects WordPress Importer: from n/a ...,web_logs;system_logs,CWE-79,59
AP-CVE-2024-32603,CVE-2024-32603 Exploitation,Deserialization of Untrusted Data vulnerability in ThemeKraft WooBuddy.This issue affects WooBuddy: from n/a through 3.4.20.  ...,web_logs;system_logs,CWE-502,85
AP-CVE-2023-51791,CVE-2023-51791 Exploitation,Buffer Overflow vulenrability in Ffmpeg v.N113007-g8d24a28d06 allows a local attacker to execute arbitrary code via the libavcodec/jpegxl_parser.c in gen_alias_map....,web_logs;system_logs,CWE-125,78
AP-CVE-2023-51793,CVE-2023-51793 Exploitation,Buffer Overflow vulnerability in Ffmpeg v.N113007-g8d24a28d06 allows a local attacker to execute arbitrary code via the libavutil/imgutils.c:353:9 in image_copy_plane....,web_logs;system_logs,CWE-120,78
AP-CVE-2023-51795,CVE-2023-51795 Exploitation,Buffer Overflow vulnerability in Ffmpeg v.N113007-g8d24a28d06 allows a local attacker to execute arbitrary code via the libavfilter/avf_showspectrum.c:1789:52 component in showspectrumpic_request_fram...,web_logs;system_logs,CWE-122,80
AP-CVE-2023-51796,CVE-2023-51796 Exploitation,Buffer Overflow vulnerability in Ffmpeg v.N113007-g8d24a28d06 allows a local attacker to execute arbitrary code via the libavfilter/f_reverse.c:269:26 in areverse_request_frame....,web_logs;system_logs,CWE-120,36
AP-CVE-2023-51797,CVE-2023-51797 Exploitation,Buffer Overflow vulnerability in Ffmpeg v.N113007-g8d24a28d06 allows a local attacker to execute arbitrary code via the libavfilter/avf_showwaves.c:722:24 in showwaves_filter_frame...,web_logs;system_logs,CWE-94,67
AP-CVE-2023-51798,CVE-2023-51798 Exploitation,Buffer Overflow vulnerability in Ffmpeg v.N113007-g8d24a28d06 allows a local attacker to execute arbitrary code via a floating point exception (FPE) error at libavfilter/vf_minterpolate.c:1078:60 in i...,web_logs;system_logs,CWE-120,78
AP-CVE-2024-33688,CVE-2024-33688 Exploitation,Cross-Site Request Forgery (CSRF) vulnerability in Extend Themes Teluro.This issue affects Teluro: from n/a through 1.0.31.  ...,web_logs;system_logs,CWE-352,43
AP-CVE-2023-51794,CVE-2023-51794 Exploitation,Buffer Overflow vulnerability in Ffmpeg v.N113007-g8d24a28d06 allows a local attacker to execute arbitrary code via the libavfilter/af_stereowiden.c:120:69....,web_logs;system_logs,CWE-122,78
AP-CVE-2024-33537,CVE-2024-33537 Exploitation,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Theme Horse WP Portfolio allows Stored XSS.This issue affects WP Portfolio: from n/a through 2.4. ...,web_logs;system_logs,CWE-79,65
AP-CVE-2024-34379,CVE-2024-34379 Exploitation,Cross-Site Request Forgery (CSRF) vulnerability in Rara Theme Restaurant and Cafe.This issue affects Restaurant and Cafe: from n/a through 1.2.1.  ...,web_logs;system_logs,CWE-352,43
AP-CVE-2024-20871,CVE-2024-20871 Exploitation,Improper authorization vulnerability in Samsung Keyboard prior to version One UI 5.1.1 allows physical attackers to partially bypass the factory reset protection....,web_logs;system_logs,NVD-CWE-noinfo,49
AP-CVE-2024-20872,CVE-2024-20872 Exploitation,Improper handling of insufficient privileges vulnerability in TalkbackSE prior to version Android 14 allows local attackers to modify setting value of TalkbackSE....,web_logs;system_logs,NVD-CWE-Other,62
AP-CVE-2022-40218,CVE-2022-40218 Exploitation,Missing Authorization vulnerability in ThemeHunk Advance WordPress Search Plugin.This issue affects Advance WordPress Search Plugin: from n/a through 1.1.4....,web_logs;system_logs,CWE-862,65
AP-CVE-2023-5971,CVE-2023-5971 Exploitation,"The Save as PDF Plugin by Pdfcrowd WordPress plugin before 3.2.0 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform Stored Cross-Site Sc...",web_logs;system_logs,CWE-79,48
AP-CVE-2024-32004,CVE-2024-32004 Exploitation,"Git is a revision control system. Prior to versions 2.45.1, 2.44.1, 2.43.4, 2.42.2, 2.41.1, 2.40.2, and 2.39.4, an attacker can prepare a local repository in such a way that, when cloned, will execute...",web_logs;system_logs,CWE-114,81
AP-CVE-2024-32020,CVE-2024-32020 Exploitation,"Git is a revision control system. Prior to versions 2.45.1, 2.44.1, 2.43.4, 2.42.2, 2.41.1, 2.40.2, and 2.39.4, local clones may end up hardlinking files into the target repository's object database w...",web_logs;system_logs,CWE-281,39
AP-CVE-2024-3406,CVE-2024-3406 Exploitation,"The WP Prayer WordPress plugin through 2.0.9 does not have CSRF check in place when updating its email settings, which could allow attackers to make a logged in admin change them via a CSRF attack...",web_logs;system_logs,CWE-352,88
AP-CVE-2024-3643,CVE-2024-3643 Exploitation,"The Newsletter Popup WordPress plugin through 1.2 does not have CSRF check when deleting list, which could allow attackers to make logged in admins perform such action via a CSRF attack...",web_logs;system_logs,CWE-352,88
AP-CVE-2022-37341,CVE-2022-37341 Exploitation,Improper access control in some Intel(R) Ethernet Adapters and Intel(R) Ethernet Controller I225 Manageability firmware may allow a privileged user to potentially enable escalation of privilege via lo...,web_logs;system_logs,CWE-284,72
AP-CVE-2024-34809,CVE-2024-34809 Exploitation,Cross-Site Request Forgery (CSRF) vulnerability in Extend Themes EmpowerWP.This issue affects EmpowerWP: from n/a through 1.0.21....,web_logs;system_logs,CWE-352,43
AP-CVE-2024-23583,CVE-2024-23583 Exploitation,An attacker could potentially intercept credentials via the task manager and perform unauthorized access to the Client Deploy Tool on Windows systems.  ...,web_logs;system_logs,CWE-522,67
AP-CVE-2024-23554,CVE-2024-23554 Exploitation,Cross-Site Request Forgery (CSRF) on Session Token vulnerability that could potentially lead to Remote Code Execution (RCE).  ...,web_logs;system_logs,CWE-352,57
AP-CVE-2024-23556,CVE-2024-23556 Exploitation,SSL/TLS Renegotiation functionality potentially leading to DoS attack vulnerability.  ...,web_logs;system_logs,NVD-CWE-noinfo,59
AP-CVE-2024-2470,CVE-2024-2470 Exploitation,"The Simple Ajax Chat  WordPress plugin before 20240412 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform Stored Cross-Site Scripting at...",web_logs;system_logs,CWE-79,54
AP-CVE-2024-36600,CVE-2024-36600 Exploitation,Buffer Overflow Vulnerability in libcdio in commit 4c840665 allows an attacker to execute arbitrary code via a crafted ISO 9660 image file....,web_logs;system_logs,CWE-121,84
AP-CVE-2024-37891,CVE-2024-37891 Exploitation," urllib3 is a user-friendly HTTP client library for Python. When using urllib3's proxy support with `ProxyManager`, the `Proxy-Authorization` header is only sent to the configured proxy, as expected. ...",web_logs;system_logs,CWE-669,44
